Book_Name,Description,Author,Rating,No_of_Ratings,Regular_Price,Language,Book_Audio_Length,Cover_IMG,Book_URL
Delegation & Supervision,The Brian Tracy Success Library,Brian Tracy,4.5 out of 5 stars,19 ratings,₹469.00,"['Language:', 'English']",Length: 2 hrs and 9 mins,https://m.media-amazon.com/images/I/51FFVLwe4UL._SL500_.jpg,https://www.audible.in/pd/Delegation-Supervision-Audiobook/B079MCT2VV
"If You're Not First, You're Last",Sales Strategies to Dominate Your Market and Beat Your Competition,Grant Cardone,4.5 out of 5 stars,25 ratings,₹820.00,"['Language:', 'English']",Length: 7 hrs and 47 mins,https://m.media-amazon.com/images/I/51IBf80eQ8L._SL500_.jpg,https://www.audible.in/pd/If-Youre-Not-First-Youre-Last-Audiobook/B01N0T86KF
Systemology,"Create Time, Reduce Errors and Scale Your Profits with Proven Business Systems",David Jenyns,4.5 out of 5 stars,3 ratings,₹668.00,"['Language:', 'English']",Length: 5 hrs and 31 mins,https://m.media-amazon.com/images/I/41DTELfNTzL._SL500_.jpg,https://www.audible.in/pd/Systemology-Audiobook/B08FXS8FCK
Sawal Hi Jawab Hai,,Allan Pease,5 out of 5 stars,33 ratings,₹117.00,"['Language:', 'Hindi']",Length: 2 hrs and 30 mins,https://m.media-amazon.com/images/I/41L1YNJ4e5L._SL500_.jpg,https://www.audible.in/pd/Sawal-Hi-Jawab-Hai-Audiobook/B07N1285LH
Power Negotiating for Sales People,,Roger Dawson,5 out of 5 stars,4 ratings,"₹1,439.00","['Language:', 'English']",Length: 6 hrs and 36 mins,https://m.media-amazon.com/images/I/61paGYfejQL._SL500_.jpg,https://www.audible.in/pd/Power-Negotiating-for-Sales-People-Audiobook/B079WXPKT1
The Confidence Code,The Science and Art of Self-Assurance - What Women Should Know,Katty Kay,4 out of 5 stars,13 ratings,"₹1,181.00","['Language:', 'English']",Length: 6 hrs and 45 mins,https://m.media-amazon.com/images/I/418K-MSnseL._SL500_.jpg,https://www.audible.in/pd/The-Confidence-Code-Audiobook/B079BCPP3S
Speed and Scale,A Global Action Plan for Solving Our Climate Crisis Now,John Doerr,5 out of 5 stars,3 ratings,₹888.00,"['Language:', 'English']",Length: 11 hrs and 59 mins,https://m.media-amazon.com/images/I/41+Jad0AKfL._SL500_.jpg,https://www.audible.in/pd/Speed-and-Scale-Audiobook/B09G86M7J3
Algorithms at Work,,,5 out of 5 stars,13 ratings,,,,https://m.media-amazon.com/images/I/51LZnDDYLlL._SL500_.jpg,https://www.audible.in/pd/Algorithms-at-Work-Podcast/B09QXQGKX5
The Start Up of You,,Reid Hoffman,4.5 out of 5 stars,11 ratings,₹683.00,"['Language:', 'English']",Length: 6 hrs and 41 mins,https://m.media-amazon.com/images/I/51Zfa9ZDs0L._SL500_.jpg,https://www.audible.in/pd/The-Start-Up-of-You-Audiobook/B079VPNRVK
Narrative Economics,How Stories Go Viral and Drive Major Economic Events,Robert J. Shiller,4.5 out of 5 stars,28 ratings,₹585.00,"['Language:', 'English']",Length: 11 hrs and 7 mins,https://m.media-amazon.com/images/I/41sajcYjeBL._SL500_.jpg,https://www.audible.in/pd/Narrative-Economics-Audiobook/B07VYRQJTV
The Dichotomy of Leadership,Balancing the Challenges of Extreme Ownership to Lead and Win,Jocko Willink,4.5 out of 5 stars,5 ratings,₹181.00,"['Language:', 'English']",Length: 10 hrs and 34 mins,https://m.media-amazon.com/images/I/51TNJGETIyL._SL500_.jpg,https://www.audible.in/pd/The-Dichotomy-of-Leadership-Audiobook/B07C8QZGP1
Raise Your Game,High-Performance Secrets from the Best of the Best,Alan Stein,5 out of 5 stars,6 ratings,₹500.00,"['Language:', 'English']",Length: 7 hrs and 36 mins,https://m.media-amazon.com/images/I/51fGOz57yIL._SL500_.jpg,https://www.audible.in/pd/Raise-Your-Game-Audiobook/B07MNJFD5C
Managing Up,,Harvard Business Review,4.5 out of 5 stars,31 ratings,₹233.00,"['Language:', 'English']",Length: 46 mins,https://m.media-amazon.com/images/I/51TzGD8D4gL._SL500_.jpg,https://www.audible.in/pd/Managing-Up-Audiobook/B01MU2Y665
"How to Talk to Anybody, Anytime, Anywhere",3 Steps to Make Instant Connections,Chris Widener,4 out of 5 stars,262 ratings,₹350.00,"['Language:', 'English']",Length: 33 mins,https://m.media-amazon.com/images/I/51p8A+9AGlL._SL500_.jpg,https://www.audible.in/pd/How-to-Talk-to-Anybody-Anytime-Anywhere-Audiobook/B01N5HP39A
Product Management for Dummies,,Brian Lawley,5 out of 5 stars,4 ratings,₹703.00,"['Language:', 'English']",Length: 12 hrs and 54 mins,https://m.media-amazon.com/images/I/51g4nfdWNAL._SL500_.jpg,https://www.audible.in/pd/Product-Management-for-Dummies-Audiobook/B07T8ZR9ZZ
AC/DC,The Savage Tale of the First Standards War,Tom McNichol,4.5 out of 5 stars,14 ratings,₹668.00,"['Language:', 'English']",Length: 6 hrs and 28 mins,https://m.media-amazon.com/images/I/51XaycCZHNL._SL500_.jpg,https://www.audible.in/pd/AC-DC-Audiobook/B07D7T67DL
In the Plex,"How Google Thinks, Works, and Shapes Our Lives",Steven Levy,4.5 out of 5 stars,5 ratings,"₹1,003.00","['Language:', 'English']",Length: 19 hrs and 45 mins,https://m.media-amazon.com/images/I/41pHQQ3uwgL._SL500_.jpg,https://www.audible.in/pd/In-the-Plex-Audiobook/B07D24J76J
Life After Google,The Fall of Big Data and the Rise of the Blockchain Economy,George Gilder,4.5 out of 5 stars,18 ratings,₹938.00,"['Language:', 'English']",Length: 9 hrs and 38 mins,https://m.media-amazon.com/images/I/41nsMvOnb7L._SL500_.jpg,https://www.audible.in/pd/Life-After-Google-Audiobook/B07FCQP3FW
101 Great Answers to the Toughest Interview Questions,,Ron Fry,4 out of 5 stars,3 ratings,₹398.00,"['Language:', 'English']",Length: 2 hrs and 58 mins,https://m.media-amazon.com/images/I/41yuhsgzsSL._SL500_.jpg,https://www.audible.in/pd/101-Great-Answers-to-the-Toughest-Interview-Questions-Audiobook/B079WYYSYV
Value,The Four Cornerstones of Corporate Finance,Tim Koller,4 out of 5 stars,5 ratings,₹603.00,"['Language:', 'English']",Length: 8 hrs and 11 mins,https://m.media-amazon.com/images/I/41fMVR5z7iL._SL500_.jpg,https://www.audible.in/pd/Value-Audiobook/1469083698
The School of Greatness,"A Real-World Guide to Living Bigger, Loving Deeper, and Leaving a Legacy",Lewis Howes,4.5 out of 5 stars,14 ratings,₹668.00,"['Language:', 'English']",Length: 6 hrs and 39 mins,https://m.media-amazon.com/images/I/51Q2t5Ix3OL._SL500_.jpg,https://www.audible.in/pd/The-School-of-Greatness-Audiobook/B079DF1HHG
Lean In,"Women, Work, and the Will to Lead",Sheryl Sandberg,4.5 out of 5 stars,224 ratings,₹879.00,"['Language:', 'English']",Length: 6 hrs and 27 mins,https://m.media-amazon.com/images/I/410iYqsGTCL._SL500_.jpg,https://www.audible.in/pd/Lean-In-Audiobook/B079B5W7ZQ
The Big Three in Economics,"Adam Smith, Karl Marx, and John Maynard Keynes",Mark Skousen,5 out of 5 stars,6 ratings,₹656.00,"['Language:', 'English']",Length: 9 hrs and 6 mins,https://m.media-amazon.com/images/I/51Vo742QioL._SL500_.jpg,https://www.audible.in/pd/The-Big-Three-in-Economics-Audiobook/B079VCCSR1
Business Etiquette,A Guide for the Indian Professional,Shital Kakkar Mehra,4.5 out of 5 stars,2 ratings,"₹1,519.00","['Language:', 'English']",Length: 9 hrs and 51 mins,https://m.media-amazon.com/images/I/51Zuw6Hq1SL._SL500_.jpg,https://www.audible.in/pd/Business-Etiquette-Audiobook/9354220894
"Humour, Seriously",Why Humour Is a Superpower at Work and in Life,Jennifer Aaker,4 out of 5 stars,7 ratings,₹888.00,"['Language:', 'English']",Length: 6 hrs and 5 mins,https://m.media-amazon.com/images/I/417YP60jy1L._SL500_.jpg,https://www.audible.in/pd/Humour-Seriously-Audiobook/0241991382
Thrive,,Arianna Huffington,5 out of 5 stars,5 ratings,₹683.00,"['Language:', 'English']",Length: 9 hrs and 54 mins,https://m.media-amazon.com/images/I/413GM4f8CnL._SL500_.jpg,https://www.audible.in/pd/Thrive-Audiobook/B079Y9NVWT
Agile Project Management for Dummies,,Mark C. Layton,4.5 out of 5 stars,11 ratings,₹656.00,"['Language:', 'English']",Length: 10 hrs and 15 mins,https://m.media-amazon.com/images/I/51WoLFo6fBL._SL500_.jpg,https://www.audible.in/pd/Agile-Project-Management-for-Dummies-Audiobook/B06X6C427Z
Bulletproof Problem Solving,The One Skill That Changes Everything,Charles Conn,4 out of 5 stars,4 ratings,₹586.00,"['Language:', 'English']",Length: 7 hrs and 34 mins,https://m.media-amazon.com/images/I/51zbkw8lyxL._SL500_.jpg,https://www.audible.in/pd/Bulletproof-Problem-Solving-Audiobook/1469072254
Seeing Like a State,,James C. Scott,5 out of 5 stars,6 ratings,₹937.00,"['Language:', 'English']",Length: 16 hrs and 6 mins,https://m.media-amazon.com/images/I/61X5NU4x6QL._SL500_.jpg,https://www.audible.in/pd/Seeing-Like-a-State-Audiobook/B07D2HHZFX
Beyond Digital,How Great Leaders Transform Their Organizations and Shape the Future,Paul Leinwand,,Not rated yet,₹586.00,"['Language:', 'English']",Length: 8 hrs and 6 mins,https://m.media-amazon.com/images/I/51w4zX7kZCL._SL500_.jpg,https://www.audible.in/pd/Beyond-Digital-Audiobook/B09P8XSDWC
The 7 Principles of Public Speaking,Proven Methods from a PR Professional,Richard Zeoli,4.5 out of 5 stars,17 ratings,₹668.00,"['Language:', 'English']",Length: 5 hrs,https://m.media-amazon.com/images/I/51j4bDVPw7L._SL500_.jpg,https://www.audible.in/pd/The-7-Principles-of-Public-Speaking-Audiobook/B07F39N3DL
"Think Fast, Talk Smart: Communication Techniques",,,5 out of 5 stars,8 ratings,,,,https://m.media-amazon.com/images/I/41jjrY0LoVL._SL500_.jpg,https://www.audible.in/pd/Think-Fast-Talk-Smart-Communication-Techniques-Podcast/B08K5RW63C
The Upstarts,"How Uber, Airbnb and the Killer Companies of the New Silicon Valley Are Changing the World",Brad Stone,4.5 out of 5 stars,23 ratings,₹752.00,"['Language:', 'English']",Length: 10 hrs and 42 mins,https://m.media-amazon.com/images/I/51eYzmoURCL._SL500_.jpg,https://www.audible.in/pd/The-Upstarts-Audiobook/B01MZD5KS2
Show Me the Money,,,5 out of 5 stars,5 ratings,,,,https://m.media-amazon.com/images/I/51v1xzjB3RL._SL500_.jpg,https://www.audible.in/pd/Show-Me-the-Money-Podcast/B09F245S55
The Win Without Pitching Manifesto,,Blair Enns,5 out of 5 stars,17 ratings,₹233.00,"['Language:', 'English']",Length: 2 hrs and 30 mins,https://m.media-amazon.com/images/I/41LKGsAlPpL._SL500_.jpg,https://www.audible.in/pd/The-Win-Without-Pitching-Manifesto-Audiobook/B07TRNSRDM
Woice with Warikoo Podcast,,,5 out of 5 stars,37 ratings,,,,https://m.media-amazon.com/images/I/51a57ABFUyL._SL500_.jpg,https://www.audible.in/pd/Podcast/B08K5LHT61
"If You're Not First, You're Last",Sales Strategies to Dominate Your Market and Beat Your Competition,Grant Cardone,4.5 out of 5 stars,25 ratings,₹820.00,"['Language:', 'English']",Length: 7 hrs and 47 mins,https://m.media-amazon.com/images/I/51IBf80eQ8L._SL500_.jpg,https://www.audible.in/pd/If-Youre-Not-First-Youre-Last-Audiobook/B01N0T86KF
"Co-Active Coaching, 3rd Edition","Changing Business, Transforming Lives",Henry Kimsey-House,5 out of 5 stars,14 ratings,₹820.00,"['Language:', 'English']",Length: 7 hrs and 9 mins,https://m.media-amazon.com/images/I/51+Ha-LflpL._SL500_.jpg,https://www.audible.in/pd/Co-Active-Coaching-3rd-Edition-Audiobook/B079B83ZKF
Leaders Eat Last,Why Some Teams Pull Together and Others Don't,Simon Sinek,4.5 out of 5 stars,56 ratings,"₹1,005.00","['Language:', 'English']",Length: 9 hrs and 23 mins,https://m.media-amazon.com/images/I/516OBygEerL._SL500_.jpg,https://www.audible.in/pd/Leaders-Eat-Last-Audiobook/B084D4K48F
"Point Made, Second Edition",How to Write Like the Nation's Top Advocates,Ross Guberman,,Not rated yet,₹586.00,"['Language:', 'English']",Length: 8 hrs and 19 mins,https://m.media-amazon.com/images/I/41bAveLeQDL._SL500_.jpg,https://www.audible.in/pd/Point-Made-Second-Edition-Audiobook/B07HCP38XZ
Agile Project Management,"The New Step by Step Guide to Learn the Kanban Process, Scrum and Lean Thinking",Homer Herring,4 out of 5 stars,1 rating,₹501.00,"['Language:', 'English']",Length: 3 hrs and 59 mins,https://m.media-amazon.com/images/I/51J4irATeuL._SL500_.jpg,https://www.audible.in/pd/Agile-Project-Management-Audiobook/B082F86YXF
The Million-Dollar Financial Advisor,Powerful Lessons and Proven Strategies from Top Producers,David J. Mullen Jr.,4.5 out of 5 stars,17 ratings,₹668.00,"['Language:', 'English']",Length: 8 hrs and 24 mins,https://m.media-amazon.com/images/I/51PT24sln7L._SL500_.jpg,https://www.audible.in/pd/The-Million-Dollar-Financial-Advisor-Audiobook/B01N9K0T1G
Apni Team ke Leaders ko Viksit Kaise Karen [How to Develop Your Team Leaders],,John C. Maxwell,4.5 out of 5 stars,5 ratings,₹263.00,"['Language:', 'Hindi']",Length: 8 hrs and 57 mins,https://m.media-amazon.com/images/I/51OBvEU3ICL._SL500_.jpg,https://www.audible.in/pd/Apni-Team-ke-Leaders-ko-Viksit-Kaise-Karen-How-to-Develop-Your-Team-Leaders-Audiobook/B07YG8T9WZ
What Every BODY Is Saying,An Ex-FBI Agent’s Guide to Speed-Reading People,Joe Navarro,4.5 out of 5 stars,100 ratings,"₹1,181.00","['Language:', 'English']",Length: 7 hrs and 19 mins,https://m.media-amazon.com/images/I/51zUBF-mEAL._SL500_.jpg,https://www.audible.in/pd/What-Every-BODY-Is-Saying-Audiobook/B079THYWTB
48-Hour Start-Up: From Idea to Launch in 1 Weekend,,Fraser Doherty MBE,4.5 out of 5 stars,6 ratings,₹303.00,"['Language:', 'English']",Length: 4 hrs and 52 mins,https://m.media-amazon.com/images/I/51PrViCuxWL._SL500_.jpg,https://www.audible.in/pd/48-Hour-Start-Up-From-Idea-to-Launch-in-1-Weekend-Audiobook/B07B9QNC6M
My Morning Routine,How Successful People Start Every Day Inspired,Benjamin Spall,4.5 out of 5 stars,9 ratings,₹615.00,"['Language:', 'English']",Length: 6 hrs and 41 mins,https://m.media-amazon.com/images/I/51GKieiRoXL._SL500_.jpg,https://www.audible.in/pd/My-Morning-Routine-Audiobook/B07SC4TSQR
The Harvard Business Review Entrepreneur's Handbook,Everything You Need to Launch and Grow Your New Business,Harvard Business Review,4 out of 5 stars,6 ratings,₹586.00,"['Language:', 'English']",Length: 7 hrs and 30 mins,https://m.media-amazon.com/images/I/511HoYf6u2L._SL500_.jpg,https://www.audible.in/pd/The-Harvard-Business-Review-Entrepreneurs-Handbook-Audiobook/1469078716
Masters of Business,,,4 out of 5 stars,1 rating,,,,https://m.media-amazon.com/images/I/61w39bUWDGL._SL500_.jpg,https://www.audible.in/pd/Masters-of-Business-Podcast/B09F1XBDKG
How to Have Confidence and Power in Dealing with People,,Les Giblin,5 out of 5 stars,5 ratings,₹501.00,"['Language:', 'English']",Length: 4 hrs and 39 mins,https://m.media-amazon.com/images/I/51T1+YN14wL._SL500_.jpg,https://www.audible.in/pd/How-to-Have-Confidence-and-Power-in-Dealing-with-People-Audiobook/B07732FCBK
The 30 Day MBA,Your Fast Track Guide to Business Success,Colin Barrow,4 out of 5 stars,1 rating,"₹1,005.00","['Language:', 'English']",Length: 13 hrs and 35 mins,https://m.media-amazon.com/images/I/41V+yS4vslL._SL500_.jpg,https://www.audible.in/pd/The-30-Day-MBA-Audiobook/B07N6HZGT2
Mastery,The Keys to Success and Long-Term Fulfillment,George Leonard,4.5 out of 5 stars,47 ratings,₹351.00,"['Language:', 'English']",Length: 3 hrs and 37 mins,https://m.media-amazon.com/images/I/51f9qr3TPcL._SL500_.jpg,https://www.audible.in/pd/Mastery-Audiobook/B07D18V965
Conversational Intelligence,How Great Leaders Build Trust & Get Extraordinary Results,Judith E. Glaser,4 out of 5 stars,9 ratings,₹703.00,"['Language:', 'English']",Length: 6 hrs and 32 mins,https://m.media-amazon.com/images/I/51ePzhtsOML._SL500_.jpg,https://www.audible.in/pd/Conversational-Intelligence-Audiobook/B079QGCTLD
Finance Basics,,Harvard Business Review,4 out of 5 stars,22 ratings,₹233.00,"['Language:', 'English']",Length: 1 hr and 10 mins,https://m.media-amazon.com/images/I/51dorGAE6DL._SL500_.jpg,https://www.audible.in/pd/Finance-Basics-Audiobook/B01NCO47AZ
The Art of Strategy,A Game Theorist's Guide to Success in Business and Life,Barry J. Nalebuff,4 out of 5 stars,3 ratings,₹949.00,"['Language:', 'English']",Length: 17 hrs and 2 mins,https://m.media-amazon.com/images/I/51wLumlCMbL._SL500_.jpg,https://www.audible.in/pd/The-Art-of-Strategy-Audiobook/B079BD22Q6
The Road Less Stupid,,Keith J. Cunningham,5 out of 5 stars,1 rating,₹836.00,"['Language:', 'English']",Length: 11 hrs and 32 mins,https://m.media-amazon.com/images/I/41w6bfiIPdL._SL500_.jpg,https://www.audible.in/pd/The-Road-Less-Stupid-Audiobook/B07DJYFHC3
Everybody Writes,Your Go-to Guide to Creating Ridiculously Good Content,Ann Handley,5 out of 5 stars,1 rating,₹668.00,"['Language:', 'English']",Length: 8 hrs and 44 mins,https://m.media-amazon.com/images/I/41Xh6FiP4KL._SL500_.jpg,https://www.audible.in/pd/Everybody-Writes-Audiobook/B08B6CXL1P
Managing Oneself,,Peter F. Drucker,4.5 out of 5 stars,35 ratings,₹94.00,"['Language:', 'English']",Length: 44 mins,https://m.media-amazon.com/images/I/61ZGhVUtr9L._SL500_.jpg,https://www.audible.in/pd/Managing-Oneself-Audiobook/B079VDMGHH
Negotiation,The Brian Tracy Success Library,Brian Tracy,4.5 out of 5 stars,27 ratings,₹375.00,"['Language:', 'English']",Length: 2 hrs and 1 min,https://m.media-amazon.com/images/I/41kcL3jmFwL._SL500_.jpg,https://www.audible.in/pd/Negotiation-Audiobook/B079BBT7LH
Flawless Consulting,"A Guide to Getting Your Expertise Used, Third Edition",Peter Block,5 out of 5 stars,3 ratings,₹820.00,"['Language:', 'English']",Length: 9 hrs and 21 mins,https://m.media-amazon.com/images/I/51Wqpg9JKKL._SL500_.jpg,https://www.audible.in/pd/Flawless-Consulting-Audiobook/B079CMYF6V
Born to Win,Find Your Success,Zig Ziglar,4.5 out of 5 stars,7 ratings,₹585.00,"['Language:', 'English']",Length: 4 hrs and 31 mins,https://m.media-amazon.com/images/I/51kTUD1iBmL._SL500_.jpg,https://www.audible.in/pd/Born-to-Win-Audiobook/B01NAKXP2N
Blue Ocean Shift,Beyond Competing - Proven Steps to Inspire Confidence and Seize New Growth,Renee Mauborgne,4.5 out of 5 stars,14 ratings,₹323.00,"['Language:', 'English']",Length: 9 hrs and 47 mins,https://m.media-amazon.com/images/I/51DltJKhp1L._SL500_.jpg,https://www.audible.in/pd/Blue-Ocean-Shift-Audiobook/B0753L2QZT
Partnering,Forge the Deep Connections That Make Great Things Happen,Jean Oelwang,,Not rated yet,₹888.00,"['Language:', 'English']",Length: 7 hrs and 19 mins,https://m.media-amazon.com/images/I/41qa2DbFiGL._SL500_.jpg,https://www.audible.in/pd/Partnering-Audiobook/B09PNQTLDT
The Ultimate Self-Discipline Library,How to Eliminate Excuses and Take Charge of Your Life!,Larry Winget,4 out of 5 stars,30 ratings,"₹2,008.00","['Language:', 'English']",Length: 10 hrs and 49 mins,https://m.media-amazon.com/images/I/51-0nIkSBTL._SL500_.jpg,https://www.audible.in/pd/The-Ultimate-Self-Discipline-Library-Audiobook/B07TWJFZBT
101 Great Answers to the Toughest Interview Questions,,Ron Fry,4 out of 5 stars,3 ratings,₹398.00,"['Language:', 'English']",Length: 2 hrs and 58 mins,https://m.media-amazon.com/images/I/41yuhsgzsSL._SL500_.jpg,https://www.audible.in/pd/101-Great-Answers-to-the-Toughest-Interview-Questions-Audiobook/B079WYYSYV
Innovation and Entrepreneurship,,Peter F. Drucker,4.5 out of 5 stars,3 ratings,₹702.00,"['Language:', 'English']",Length: 9 hrs and 31 mins,https://m.media-amazon.com/images/I/51a1sNgdcvL._SL500_.jpg,https://www.audible.in/pd/Innovation-and-Entrepreneurship-Audiobook/B079128T8Y
Big Mistakes,The Best Investors and Their Worst Investments,Michael Batnick,4.5 out of 5 stars,10 ratings,₹469.00,"['Language:', 'English']",Length: 6 hrs and 13 mins,https://m.media-amazon.com/images/I/410Jit+t7GL._SL500_.jpg,https://www.audible.in/pd/Big-Mistakes-Audiobook/1469070979
